PROVINCE_N,DISTRICT_N,DSD_N,GND_N,SALES_REGION,SALES_AREA
Central,Kandy,Harispattuwa,Bothota,Central,Kandy 1
Central,Kandy,Harispattuwa,Attaragama East,Central,Kandy 1
Central,Kandy,Harispattuwa,Attaragama South,Central,Kandy 1
Central,Kandy,Harispattuwa,Pallebokalawela,Central,Kandy 1
Central,Kandy,Harispattuwa,Hapugoda,Central,Kandy 2
Central,Kandy,Harispattuwa,Udabokalawela,Central,Kandy 1
Central,Kandy,Harispattuwa,Embulpure,Central,Kandy 2
Central,Kandy,Harispattuwa,Bulathgolla,Central,Kandy 1
Central,Kandy,Akurana,Alawathugoda,Central,Kandy 2
Central,Kandy,Akurana,Walahena,Central,Kandy 2
Central,Kandy,Akurana,Palle Deegala,Central,Kandy 1
Central,Kandy,Akurana,Neerella,Central,Kandy 1
Central,Kandy,Akurana,Kurugoda,Central,Kandy 3
Central,Kandy,Akurana,Deegala,Central,Kandy 1
Central,Kandy,Akurana,Marahela,Central,Kandy 3
Central,Kandy,Akurana,Rathkoho,Central,Kandy 1
Central,Kandy,Udapalatha,Hunukotugama,Central,Kandy 2
Central,Kandy,Udapalatha,Udagama,Central,Kandy 1
Central,Kandy,Udapalatha,Ihalagama,Central,Kandy 1
Central,Kandy,Udapalatha,Wanahapuwa,Central,Kandy 1
Central,Kandy,Udapalatha,Galatha,Central,Kandy 3
Central,Kandy,Medadumbara,Siridigana,Central,Kandy 1
Central,Kandy,Medadumbara,Randeniya,Central,Kandy 1
Central,Kandy,Medadumbara,Udispattuwa,Central,Kandy 3
Central,Kandy,Medadumbara,Ranmulla,Central,Kandy 1
Central,Kandy,Medadumbara,Udabage,Central,Kandy 1
Central,Kandy,Medadumbara,Embalagama,Central,Kandy 2
Central,Kandy,Medadumbara,Godamunna,Central,Kandy 1
Central,Kandy,Harispattuwa,Pallemulla,Central,Kandy 1
Central,Kandy,Harispattuwa,Uguressapitiya,Central,Kandy 2
Central,Kandy,Harispattuwa,Dadahogama,Central,Kandy 1
Central,Kandy,Harispattuwa,Uyanwatta,Central,Kandy 2
Central,Kandy,Harispattuwa,Pahala Karanduwawala,Central,Kandy 1
Central,Kandy,Harispattuwa,Hedeniya,Central,Kandy 1
Central,Kandy,Harispattuwa,Palkumbura,Central,Kandy 1
Central,Kandy,Harispattuwa,Ruwanpuraya,Central,Kandy 3
Central,Kandy,Harispattuwa,Mahatenna,Central,Kandy 3
Central,Kandy,Akurana,Delgasthenne,Central,Kandy 1
Central,Kandy,Akurana,Vilana Udagama,Central,Kandy 3
Central,Kandy,Akurana,Malwanahinna,Central,Kandy 3
Central,Kandy,Akurana,Arambepola,Central,Kandy 1
Central,Kandy,Akurana,Hureegolla,Central,Kandy 3
Central,Kandy,Akurana,Waragashinna,Central,Kandy 1
Central,Kandy,Akurana,Akurana,Central,Kandy 2
Central,Kandy,Akurana,Dodangolla,Central,Kandy 2
Central,Kandy,Akurana,Uggala,Central,Kandy 2
Central,Kandy,Udapalatha,Kalugalhinna,Central,Kandy 1
Central,Kandy,Udapalatha,Wahugapitiya,Central,Kandy 3
Central,Kandy,Udapalatha,Paradeka,Central,Kandy 2
Central,Kandy,Udapalatha,Dunukeulla,Central,Kandy 2
Central,Kandy,Udapalatha,Aregoda,Central,Kandy 3
Central,Kandy,Udapalatha,Hapugaspitiya,Central,Kandy 2
Central,Kandy,Udapalatha,Udovita,Central,Kandy 1
Central,Kandy,Udapalatha,Sinhapitiya South,Central,Kandy 3
Central,Kandy,Udapalatha,Bothalapitiya,Central,Kandy 1
Central,Kandy,Udapalatha,Illawathura,Central,Kandy 1
Central,Kandy,Medadumbara,Madeniyawaka,Central,Kandy 1
Central,Kandy,Medadumbara,Nilgala,Central,Kandy 1
Central,Kandy,Medadumbara,Galambalama,Central,Kandy 2
Central,Kandy,Medadumbara,Thennalanda,Central,Kandy 3
Central,Kandy,Medadumbara,Puwakgahadiwela,Central,Kandy 2
Central,Kandy,Medadumbara,Ambale,Central,Kandy 2
Central,Kandy,Medadumbara,Kurukohogama,Central,Kandy 3
Central,Kandy,Harispattuwa,Malagammana,Central,Kandy 3
Central,Kandy,Harispattuwa,Ruwanpuraya,Central,Kandy 1
Central,Kandy,Harispattuwa,Mapamadulla,Central,Kandy 1
Central,Kandy,Harispattuwa,Kulugammana,Central,Kandy 1
Central,Kandy,Harispattuwa,Seewaleekanda,Central,Kandy 2
Central,Kandy,Harispattuwa,Kurundugahamada,Central,Kandy 1
Central,Kandy,Harispattuwa,Uggalla,Central,Kandy 3
Central,Kandy,Harispattuwa,Narangaskumbura,Central,Kandy 1
Central,Kandy,Akurana,Dunuvila South,Central,Kandy 2
Central,Kandy,Akurana,Dunuvila North,Central,Kandy 1
Central,Kandy,Akurana,Mawathupola,Central,Kandy 3
Central,Kandy,Akurana,Konakagala,Central,Kandy 2
Central,Kandy,Ganga Ihala Korale,Rakshawa,Central,Kandy 1
Central,Kandy,Ganga Ihala Korale,Ulapane South,Central,Kandy 3
Central,Kandy,Udapalatha,Polkumbura,Central,Kandy 1
Central,Kandy,Udapalatha,Gampola West,Central,Kandy 2
Central,Kandy,Udapalatha,Gampola East,Central,Kandy 3
Central,Kandy,Udapalatha,Ilangawatta,Central,Kandy 1
Central,Kandy,Udapalatha,Kahatapitiya,Central,Kandy 3
Central,Kandy,Udapalatha,Kirinda,Central,Kandy 2
Central,Kandy,Medadumbara,Heeloya,Central,Kandy 1
Central,Kandy,Medadumbara,Kiribattalawa,Central,Kandy 3
Central,Kandy,Medadumbara,Meegahamaditta,Central,Kandy 3
Central,Kandy,Medadumbara,Wegala,Central,Kandy 1
Central,Kandy,Medadumbara,Doraliyadda South,Central,Kandy 1
Central,Kandy,Medadumbara,Udathenna,Central,Kandy 3
Central,Kandy,Harispattuwa,Banwelgolla,Central,Kandy 1
Central,Kandy,Harispattuwa,Madapathagama,Central,Kandy 2
Central,Kandy,Harispattuwa,Nugawela,Central,Kandy 1
Central,Kandy,Harispattuwa,Thittapajjala North,Central,Kandy 2
Central,Kandy,Harispattuwa,Ulladupitiya East,Central,Kandy 2
Central,Kandy,Harispattuwa,Batuambe,Central,Kandy 1
Central,Kandy,Harispattuwa,Kumburegedara,Central,Kandy 1
Central,Kandy,Harispattuwa,Yatihalagala Udagama,Central,Kandy 1
Central,Kandy,Harispattuwa,Bogahakanda,Central,Kandy 2
Central,Kandy,Ganga Ihala Korale,Pellapitiya South,Central,Kandy 1
Central,Kandy,Ganga Ihala Korale,Gamunupura,Central,Kandy 1
Central,Kandy,Ganga Ihala Korale,Ulapane North,Central,Kandy 3
Central,Kandy,Ganga Ihala Korale,Yatapana,Central,Kandy 3
Central,Kandy,Ganga Ihala Korale,Pellapitiya North,Central,Kandy 3
Central,Kandy,Udapalatha,Hapugaspitiya,Central,Kandy 1
Central,Kandy,Udapalatha,Galgedigawa,Central,Kandy 1
Central,Kandy,Udapalatha,Unambuwa,Central,Kandy 2
Central,Kandy,Udapalatha,Kudamane,Central,Kandy 3
Central,Kandy,Udapalatha,Jayamalapuraya,Central,Kandy 3
Central,Kandy,Udapalatha,Kurukude,Central,Kandy 1
Central,Kandy,Medadumbara,Medamahanuwara,Central,Kandy 1
Central,Kandy,Medadumbara,Moragahamula,Central,Kandy 1
Central,Kandy,Medadumbara,Wathuliyadda,Central,Kandy 1
Central,Kandy,Medadumbara,Bomure,Central,Kandy 2
Central,Kandy,Medadumbara,Rambukpotha,Central,Kandy 3
Central,Kandy,Medadumbara,Mangoda,Central,Kandy 3
Central,Kandy,Harispattuwa,Yahalathenna Kanda,Central,Kandy 1
Central,Kandy,Harispattuwa,Kurunduwatta,Central,Kandy 1
Central,Kandy,Harispattuwa,Yahalathenna West,Central,Kandy 2
Central,Kandy,Harispattuwa,Ihala Karanduwawala,Central,Kandy 3
Central,Kandy,Harispattuwa,Narangoda,Central,Kandy 1
Central,Kandy,Harispattuwa,Rajasinhagama,Central,Kandy 1
Central,Kandy,Harispattuwa,Viguhumpola,Central,Kandy 1
